Commune;Commune 2;Numéro voie;Nom voie;INSEE;EPCI;Canton;Arrondissement;Numéro de tronçon;Identifiant tronçon;Code itinéraire;PNR Perche;PROPAGEACC;Statut;Propriétaire;Type propriété;Date inscription PDIPR;Date délibération commune;PDF délibération commune;URL délibération commune;Date délibération CD;PDF délibération CD;URL délibération CD;geo_point_2d;geo_shape;Longueur;OBJECTID;SHAPE_LENG;st_length(shape)
Brou;;;de la Cochardière à Poméan;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr11.1;tr11.1-28061;FVTT7.A-28061,FVTT7.B-28061,FVTT7.C-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.21468274894385, 1.1358478133635819;"{""coordinates"": [[1.1337777412358785, 48.21753617885336], [1.1339334634882687, 48.217213585956515], [1.1341321726641962, 48.216884528237586], [1.1344607228135606, 48.216321109180484], [1.1346633613689994, 48.21510522728054], [1.1348111372651368, 48.21488542800793], [1.136555940423792, 48.2146938521329], [1.1368540651713575, 48.21459722088389], [1.137370297126275, 48.21278202856826], [1.1377248713317125, 48.21169975601812]], ""type"": ""LineString""}";791;90;791.48735275;791.4873527464189
Brou;;;de la laiterie à Poméan;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr12.1;tr12.1-28061;FVTT7.A-28061,FVTT7.B-28061,FVTT7.C-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.21002001321942, 1.1355224995558884;"{""coordinates"": [[1.1377248713317125, 48.21169975601812], [1.1376881684416504, 48.21138616061014], [1.137459681570144, 48.21074316679979], [1.1359226070770596, 48.21007952660663], [1.1355104913261453, 48.209794404029886], [1.1351527163680315, 48.209635158338614], [1.1340564397327995, 48.20935351464944], [1.1328129342336712, 48.209155261740776], [1.132679181307398, 48.20910122317389]], ""type"": ""LineString""}";514;91;514.14803872;514.1480387165343
Champrond-en-Gâtine;;8;dit des Ligueries;28071;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr30.1;tr30.1-28071;F24.D-28071;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2010-10-01;2009-09-24;;;;;;48.39616791789949, 1.088205016365147;"{""coordinates"": [[1.092605353861849, 48.396644261099546], [1.0908665316932133, 48.39682342388666], [1.0903592724044464, 48.39679098194672], [1.0887438177406588, 48.39634991485216], [1.0870172955422697, 48.39604348270778], [1.0862170422753408, 48.39583807544343], [1.0851947620787699, 48.395481084229566], [1.0839043704017228, 48.394977038896535]], ""type"": ""LineString""}";689;93;689.12795318;689.1279531797804
Brou;;;dit de la Laiterie;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr28.1;tr28.1-28061;T28.26-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.215383066690976, 1.1471514989543425;"{""coordinates"": [[1.1467498770594573, 48.214846920640426], [1.1475531208492278, 48.215919212741525]], ""type"": ""LineString""}";133;94;133.27279877;133.27279876734036
Brou;;29;de la Bézenerie à la Briqueterie;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr30.1;tr30.1-28061;T28.26-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.22079558740043, 1.1466344378209872;"{""coordinates"": [[1.1464429248806918, 48.218777016814364], [1.1462122027002197, 48.21910642478988], [1.1459015748877295, 48.21958019727262], [1.146099504118728, 48.21978890481085], [1.146295235704018, 48.22009002554974], [1.1459948582919153, 48.22072826953634], [1.1459839954769986, 48.22088526710351], [1.1470934530766788, 48.22164517186852], [1.1477480367068162, 48.22225243125823], [1.148159533691912, 48.22254122070284]], ""type"": ""LineString""}";499;96;499.1678506;499.1678505973354
Brou;;;dit des Boeufs;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr33.1;tr33.1-28061;T28.26-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.20609643615563, 1.152589447418818;"{""coordinates"": [[1.1579396223752683, 48.206638318251805], [1.1573359582753875, 48.20678606986449], [1.1568608465242847, 48.20692510883405], [1.1566366540448092, 48.20691803776263], [1.156023345619933, 48.20672986425002], [1.1549205640870226, 48.20639731877098], [1.1540209735637974, 48.20622707815751], [1.1521174094134847, 48.20587741413016], [1.1515404454712717, 48.205769865081855], [1.1489006276502272, 48.20564685444932], [1.1471568285587026, 48.20554449791216]], ""type"": ""LineString""}";830;98;830.21320245;830.2132024453078
Arcisses;ARCISSES;31;du Moulin-des-Pierres à la Mulotière;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr6.1;tr6.1-28063;VTT5-28236,VTT13-28236,T28.21-28280;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-15;;;;;;48.32727397165757, 0.8997309439649954;"{""coordinates"": [[0.9033175402633232, 48.32032952057111], [0.9031582294000896, 48.320592860361906], [0.903038233104876, 48.320820486536654], [0.9029295696290376, 48.321329953822705], [0.90264172301137, 48.32196781440479], [0.9021076673874979, 48.322601311713704], [0.9017881019677813, 48.323186804737006], [0.9013244177612124, 48.323976935846765], [0.901195938615791, 48.324378294315274], [0.9011386046992785, 48.324741621431535], [0.9012660136874336, 48.32521516538725], [0.9010795469798221, 48.326222953502835], [0.9008821577991989, 48.32633732938202], [0.9005296833016361, 48.32644538239387], [0.899992799056922, 48.32661088721441], [0.8995401291979404, 48.32681360423767], [0.8992121345865699, 48.32697923955686], [0.8989370939482335, 48.32716010268507], [0.8986613390555043, 48.32735881177049], [0.8984575898974478, 48.327498074479074], [0.8982583376490102, 48.3276588490551], [0.8980629637199661, 48.328259047220726], [0.8978163573350009, 48.32875933749937], [0.8978371954194723, 48.32908374088535], [0.8980215687697065, 48.32942992596019], [0.8983479295563233, 48.329824909782054], [0.8984847433890769, 48.33003824263507], [0.8984529290516738, 48.330298433620456], [0.8984096278664547, 48.33078321932612], [0.8981848392377652, 48.33104260079101], [0.8980314017489988, 48.33130777576668], [0.8979659922253734, 48.33160428002985], [0.8981656280791814, 48.33197097572304], [0.89815398849745, 48.33226248083947], [0.8978560244688724, 48.3327929883614], [0.897634529522144, 48.33297360738718], [0.8972653380610341, 48.333074210717236], [0.896711887220506, 48.33325012361157], [0.8961437118601865, 48.333451760542395]], ""type"": ""LineString""}";1701;103;1701.10641952;1701.1064195187598
Arcisses;ARCISSES;55;;28236;Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr8.1;tr8.1-28063;VTT5-28236,VTT13-28236;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2012-09-07;2012-03-15;;;;;;48.33711236056434, 0.8923452175473701;"{""coordinates"": [[0.8915014826510279, 48.33494278557928], [0.8915145622479811, 48.33554733786873], [0.891766953546681, 48.336242074774276], [0.8919746303774705, 48.336596117734025], [0.8922084379543099, 48.337217090060925], [0.8922730544978911, 48.33747921751365], [0.8921431009040056, 48.33764456416819], [0.8930295907446647, 48.338117554744684], [0.8935206280269505, 48.33856564377253], [0.8937486610797067, 48.338794545659006], [0.8938648387758907, 48.33880037335722]], ""type"": ""LineString""}";495;105;495.33654168;495.33654167095403
Brou;;;dit de Poméan;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr14.1;tr14.1-28061;T28.26-2806,FVTT7.A-28061,FVTT7.B-28061,FVTT7.C-28;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.20675778834292, 1.1349774114547628;"{""coordinates"": [[1.1347209744201738, 48.20548329464528], [1.1345531246901368, 48.20635162573582], [1.1344349500350452, 48.206671242162436], [1.1344751452047286, 48.20679392137932], [1.1351021366055682, 48.2070717257896], [1.135556920591561, 48.2073081112837], [1.1358380512825539, 48.20752443659782], [1.1357018915103367, 48.20777600986157]], ""type"": ""LineString""}";308;107;308.11140578;308.1114057742787
Brou;;3;des Montsvilles à la Tremblaye;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr37.1;tr37.1-28061;F6.A-28061,FVTT7.A-28061,FVTT7.B-28061,FVTT7.C-280;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.19913419308821, 1.1620874106738175;"{""coordinates"": [[1.165248731859565, 48.20018296160911], [1.1648276158857862, 48.200163279491576], [1.1644714150214777, 48.200103014266446], [1.164196993277576, 48.19997051253298], [1.1634473384594524, 48.19959058185595], [1.1627792007092423, 48.19929085472306], [1.162107096654559, 48.19908336238529], [1.1611015494865256, 48.19882895571697], [1.1603905911370178, 48.198532119986645], [1.1597049750476858, 48.198241133453514], [1.1593628483145457, 48.19812675453468], [1.1589121687180368, 48.19818045266105]], ""type"": ""LineString""}";533;114;533.43137108;533.4313710814353
Brou;;3;des Montsvilles à la Tremblaye;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr37.2;tr37.2-28061;FVTT7.A-28061,FVTT7.B-28061,FVTT7.C-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.19861126764944, 1.1536881898667604;"{""coordinates"": [[1.1589121687180368, 48.19818045266105], [1.1558421055084138, 48.198561390965786], [1.1544755110061475, 48.198730549787534], [1.1536765618027258, 48.19876092527799], [1.1527648545269717, 48.198756192366005], [1.1513253429645005, 48.19876938651959], [1.1505940849500773, 48.19873471639712], [1.1493743807903911, 48.19863881144555], [1.1485560990922805, 48.19866170484021], [1.1484633140510898, 48.19871740261257]], ""type"": ""LineString""}";785;115;785.26539791;785.2653979089818
Brou;;;dit de la Grosse Pierre;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr38.1;tr38.1-28061;F6.A-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.20238181631459, 1.1588572986924792;"{""coordinates"": [[1.1589121687180368, 48.19818045266105], [1.1589917799288443, 48.19942118775287], [1.159082351715079, 48.20034775501775], [1.1590448832420879, 48.201268752515425], [1.1589410065938965, 48.20179579224873], [1.1587140025132008, 48.20278884729659], [1.1585374534415125, 48.20340762589367], [1.1584608937436218, 48.20391723022295], [1.1585445034956312, 48.204890121891694], [1.1587861298850113, 48.20562257999736], [1.159013030082378, 48.20585829755359], [1.1596073274984602, 48.20613188837827]], ""type"": ""LineString""}";917;116;917.68514434;917.6851443405649
Brou;;;dit du Bief;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr42.1;tr42.1-28061;F6.A-28061,T28.26-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.20805785189382, 1.1678639780406797;"{""coordinates"": [[1.1659957427769436, 48.20853234960723], [1.166237957367105, 48.20841880600229], [1.1665376891230237, 48.208200208753574], [1.1668688259821103, 48.208051753221355], [1.1676913009076235, 48.207988907643205], [1.168475891605007, 48.20796535728026], [1.1692689710635469, 48.20795383886997], [1.169829986859002, 48.20795658053039]], ""type"": ""LineString""}";304;118;304.99830988;304.998309885399
Brou;;;dit du Bief;28061;Grand Châteaudun;Brou;CHATEAUDUN;tr42.3;tr42.3-28061;F6.A-28061;Non;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2007-09-26;;;;;;48.20936914878856, 1.1640493359238626;"{""coordinates"": [[1.1644234654529089, 48.208809140025835], [1.1635649290081835, 48.20925795236379], [1.1640224683166234, 48.209582793498114], [1.1646232534872762, 48.209979096944934]], ""type"": ""LineString""}";193;119;193.25249999;193.2524999887376
Champrond-en-Gâtine;;28;de Beauvais aux Châtaigniers;28071;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr27.1;tr27.1-28071;F43.B-28385;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2010-10-01;2009-09-24;;;;;;48.396959727796535, 1.1150707274800373;"{""coordinates"": [[1.1136544373526673, 48.398293199874374], [1.1140029406305942, 48.39786812422393], [1.1143360605799462, 48.39746367015033], [1.11472214045575, 48.39715572776338], [1.1152941004367927, 48.396760044576375], [1.1158002796946789, 48.396403791551464], [1.1162006092705667, 48.39610776080502], [1.1165535091311225, 48.39569627587603]], ""type"": ""LineString""}";362;120;362.21159615;362.21159615354475
La Bazoche-Gouet;;187;de Pont Galet à la Rruelle du Gué;28027;Grand Châteaudun;Brou;NOGENT-LE-ROTROU;tr9.1;tr9.1-28027;VTT10.B-28027,VTT10.A-28027,FVTT10.A-28027;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-01-21;;;;;;48.12580531576098, 0.9658129516822156;"{""coordinates"": [[0.9700438730292716, 48.1283024156875], [0.9694454911456702, 48.127951271615125], [0.9688825650123254, 48.12770051932375], [0.9677605259000586, 48.126875522277906], [0.966778912878689, 48.12609645917122], [0.9663111102452449, 48.125680918634565], [0.9656219064205124, 48.125207517611734], [0.9648478999672282, 48.12491211239843], [0.9640606831426608, 48.12475409033667], [0.9630667843719624, 48.12449536248751], [0.9621017129683656, 48.12428957440819], [0.9613134026128076, 48.12388751699558]], ""type"": ""LineString""}";833;127;833.93640565;833.9364056468839
La Bazoche-Gouet;;179;du Grand Haut Bois au Grand Mellanville;28027;Grand Châteaudun;Brou;NOGENT-LE-ROTROU;tr15.1;tr15.1-28027;VTT10.B-28027,VTT10.A-28027,FVTT10.A-28027;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-01-21;;;;;;48.13869375649889, 1.0139478553571741;"{""coordinates"": [[1.019689020940993, 48.139370163686586], [1.0194347711108656, 48.13928905300095], [1.0190551248952273, 48.13923243049681], [1.018678735117158, 48.139211819143945], [1.0183275882572593, 48.13921166450054], [1.0180567249145291, 48.139147831955206], [1.0176722529021103, 48.1391044086258], [1.0173317814914866, 48.139074869822785], [1.0166162934586158, 48.139070850633516], [1.0160489824269072, 48.13912474678175], [1.015395057373293, 48.13910421879517], [1.0148773281399381, 48.139057401793714], [1.0143944439610522, 48.13903022091668], [1.0137762578704144, 48.13900552306927], [1.0131358907874113, 48.13881373910145], [1.012739424290519, 48.13875942937085], [1.011759672410384, 48.138509524296296], [1.0108992144003308, 48.138304491660385], [1.0103747446997677, 48.138248015079995], [1.0100165319094652, 48.13812289379179], [1.0098426853185976, 48.13801517176825], [1.0096649560274538, 48.13782164792772], [1.009125889569791, 48.137510567274276], [1.0084563677761589, 48.13714917451921]], ""type"": ""LineString""}";903;129;903.08141713;903.0814171328558
La Bazoche-Gouet;;173;de l'Etre à la Forêt;28027;Grand Châteaudun;Brou;NOGENT-LE-ROTROU;tr23.1;tr23.1-28027;FVTT10.A-28027;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-10-03;2008-01-21;;;;;;48.14492921045702, 0.9922556267352858;"{""coordinates"": [[0.9931360185754208, 48.146389697876664], [0.9926952552683431, 48.145804577303835], [0.9922457816305527, 48.14501844097697], [0.9919171853566251, 48.14420174707476], [0.9916121113416424, 48.14366969302976], [0.9913892596454886, 48.143474466889224]], ""type"": ""LineString""}";350;131;350.99455418;350.9945541757255
Saint-Germain-le-Gaillard;;13;de St Germain le Gaillard à Loulappe;28339;Entre Beauce et Perche;Illiers-Combray;CHARTRES;tr7.1;tr7.1-28339;FVTT6.B-28116;Non;1;Chemin rural;Commune;Domaine privé de la commune;2009-07-03;2009-03-24;;;;;;48.427627195450725, 1.2648111527044834;"{""coordinates"": [[1.2570881117546007, 48.42690795662556], [1.258347296706978, 48.42652177938171], [1.2589218214181914, 48.42632188538736], [1.259849859309836, 48.42624919633346], [1.2606699372124281, 48.42619574890865], [1.2613660914061964, 48.42623869133212], [1.2628653193324528, 48.42647196020573], [1.2634017477059936, 48.42666165203493], [1.2636865206269279, 48.42679052148811], [1.2642906402339131, 48.426912455133206], [1.26470841810799, 48.4269899936975], [1.264679390741807, 48.42719194395134], [1.2646343003662144, 48.4274740139519], [1.2655742724028995, 48.42766820978494], [1.2674872988405557, 48.42812403114807], [1.26847339353177, 48.42848841763361], [1.2689316727398174, 48.42869450448757], [1.269670359334785, 48.42913086347836], [1.2707459849488791, 48.42971081540594], [1.2717554286718507, 48.430182653310126], [1.2722504677886965, 48.43046842609093]], ""type"": ""LineString""}";1312;138;1312.20723353;1312.2072335229273
Saint-Maurice-Saint-Germain;;13;dit de la Grimpette;28354;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr3.1;tr3.1-28354;GRPVE-28134;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2007-11-09;2007-07-27;;;;;;48.49919129609225, 1.0776424139137522;"{""coordinates"": [[1.0774667568345313, 48.49962762217382], [1.0773616610351662, 48.49934125902541], [1.0777868612267587, 48.49910424695147], [1.077917966248962, 48.49889923164357], [1.0780036237069206, 48.49876133562025]], ""type"": ""LineString""}";115;141;115.11057191;115.11057191145248
Saint-Victor-de-Buthon;;9;dit chemin de César;28362;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr1.1;tr1.1-28362;F*.2-28214;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-07-03;;;;;;48.42816926847215, 0.9970662564011725;"{""coordinates"": [[0.9990052022645622, 48.43189483601857], [0.999233311050888, 48.43086220430714], [0.9990246960908812, 48.43057139859288], [0.9980397459389314, 48.429319941816075], [0.9943374203147155, 48.424630379069164]], ""type"": ""LineString""}";897;142;897.71439496;897.7143949592619
Saint-Victor-de-Buthon;;25;de Touraille au Bois de Brunelles;28362;Terres du Perche;Nogent-le-Rotrou;NOGENT-LE-ROTROU;tr4.1;tr4.1-28362;F*.2-28214;Oui;1;Chemin rural;Commune;Domaine privé de la commune;2008-03-07;2007-07-03;;;;;;48.424259423193426, 1.0209489598501242;"{""coordinates"": [[1.0174282709151685, 48.42319766557689], [1.0194507186573638, 48.4236436387622], [1.020514922670084, 48.423975883609906], [1.0212683089367487, 48.424359252181596], [1.021883203840246, 48.424649391052824], [1.0226124115587771, 48.42482542370544], [1.023310408852897, 48.42513502151897], [1.0244090174102434, 48.42551705999546]], ""type"": ""LineString""}";581;144;581.65782567;581.657825669515
