"geometry","juridique","pdipr","nom_commun","deliberati","nom_juridi"
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[268403.41262552,6848798.419435125],[268371.894334748,6848808.518134484],[268352.948730357,6848816.226588857],[268329.232425386,6848827.181597916],[268295.746016197,6848834.887740927],[268265.45451228,6848840.979048155],[268238.927273057,6848845.420933585],[268213.993691649,6848850.439554628],[268189.638271598,6848852.805177039],[268161.445041513,6848851.434228226],[268132.690931305,6848847.439480999],[268106.085936282,6848842.268085029],[268079.477223493,6848836.637009936],[268058.132543875,6848833.151970268],[268042.200168396,6848827.904243332],[268034.12310959,6848822.692916907],[268026.631891177,6848815.777928707],[268019.680530556,6848805.180904737],[268010.880161349,6848792.090425842],[268003.337545302,6848782.527531859],[267995.84721638,6848775.722466866],[267988.253540705,6848770.966939324],[267960.787385617,6848759.406559785],[267923.463050975,6848744.827878309],[267909.582992097,6848741.262473856],[267896.293953694,6848740.34061044],[267874.567476862,6848741.545685423],[267853.252381573,6848741.718085138],[267833.443101318,6848739.02011685],[267820.216196496,6848734.659929072],[267807.373523185,6848729.617064201],[267793.924803301,6848723.779607743],[267783.6910338,6848718.805584615],[267775.992520566,6848715.212876229]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[267775.988870402,6848715.207489602],[267784.826168765,6848703.466120602],[267793.777028941,6848690.681782764],[267799.519243078,6848677.813466528],[267803.215130416,6848667.709959231],[267806.31604399,6848658.180903124],[267806.696536814,6848645.915598594],[267806.511448552,6848623.031602875],[267805.251957649,6848597.048267754],[267805.704929406,6848582.623746057],[267807.687242833,6848571.944472859],[267812.441771532,6848562.991668999],[267821.914633127,6848548.024491456],[267830.838577059,6848531.912482342],[267837.557563173,6848513.779599907],[267844.84227107,6848495.162446173],[267848.401099349,6848479.233742709],[267852.040488912,6848462.145122854],[267855.233457255,6848419.51631034],[267851.312178409,6848416.579908289],[267835.696565631,6848409.720639198],[267814.393006119,6848396.491443133],[267788.250446663,6848363.046238268]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[267424.306935478,6848536.459207649],[267433.107734088,6848535.249245371],[267443.698402664,6848528.747657665],[267455.286611242,6848515.842057122],[267469.595314104,6848501.97504924],[267492.742559184,6848476.264020714],[267513.860125827,6848455.376360084],[267529.05841261,6848436.585274919],[267540.180775652,6848425.3923585]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[266965.29542513,6848988.887595934],[266998.317709566,6848994.226977628],[267021.825566026,6848998.274173744],[267040.948158277,6849001.327487467],[267049.439433109,6849002.298009054]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[265466.963545203,6848416.626867561],[265466.954548373,6848416.624921485],[265470.504032369,6848399.537039075],[265478.108361066,6848379.658117734],[265486.078983101,6848360.585721244],[265495.400923368,6848338.07457207],[265501.346869981,6848320.737457871],[265503.843370255,6848303.198382954],[265505.505548436,6848282.588007382],[265506.732828202,6848252.68704468],[265507.255641795,6848232.06589586],[265511.058532435,6848220.362549415],[265516.106643116,6848206.930224284],[265526.220399187,6848182.234056761],[265539.247452311,6848150.758617786],[265555.946651851,6848121.072331127],[265581.587595933,6848077.472520718],[265613.782709389,6848025.015298168],[265619.612074989,6848008.129705297]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[263745.864310819,6850837.916143432],[263733.712043763,6850832.977576944],[263709.962477993,6850828.702411159],[263690.114797849,6850824.96533907],[263669.043550131,6850821.927722748],[263651.030168651,6850818.865384218],[263636.899282977,6850813.94281342],[263620.258886034,6850806.412193367],[263587.445887945,6850786.170445017],[263561.094308317,6850767.845212936],[263528.291572516,6850748.872578075],[263491.706229018,6850725.573279579],[263455.705435323,6850704.11808526],[263434.510738803,6850689.51877773],[263419.06329366,6850677.501343735],[263408.658069482,6850666.152697017],[263395.101265195,6850643.236862843],[263381.483217205,6850616.453970841],[263369.19724268,6850598.684600968],[263352.356141403,6850584.055906809]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[263745.865106241,6850837.916910476],[263757.981174824,6850849.600729883],[263783.353790885,6850869.213065174],[263812.378679641,6850891.863932213],[263841.508862461,6850912.705091658],[263846.449427115,6850915.633271098],[263846.457403032,6850915.637969374]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[264015.471931109,6851017.879538399],[264034.924895021,6851002.733426255],[264048.233926021,6850991.292988596],[264071.830715653,6850976.671333224],[264092.9126505,6850966.197400406],[264116.559450688,6850957.761428511],[264130.355170472,6850950.894161197],[264147.916216263,6850942.507392412],[264167.417661204,6850933.085579693],[264176.672795248,6850931.971408325],[264182.303849301,6850935.013928067],[264188.071544199,6850940.124034957],[264195.779557715,6850944.189105043],[264204.032127506,6850945.151731237],[264215.467412851,6850942.990583683],[264230.283390382,6850936.234990557],[264253.434207416,6850922.076647216],[264262.261566856,6850908.843599236],[264266.400631491,6850897.927016116],[264274.189872493,6850886.081489533],[264282.160357361,6850878.112045584],[264290.11572941,6850871.981560992],[264300.028063632,6850866.864603025],[264310.763649033,6850863.449908162],[264319.117632561,6850862.123160774],[264332.068595833,6850862.018449461],[264341.920236873,6850864.227349524],[264355.143105058,6850871.79558605],[264365.433771127,6850868.974115116],[264365.436101733,6850868.972859489]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[264849.942687001,6848868.481408963],[264849.941796425,6848868.480744677],[264810.461249794,6848898.691025713],[264779.021634161,6848918.522827124],[264771.24634246,6848920.523573897]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[265486.877912259,6847591.351278284],[265487.497302935,6847590.678952278],[265501.484522181,6847578.753073908],[265508.330745905,6847577.449677124],[265521.383927675,6847582.20965312],[265536.271310676,6847586.210999085],[265551.274121831,6847589.270743324],[265565.655406794,6847590.568717791],[265613.149037553,6847590.726073358],[265644.6585089,6847594.368799186],[265662.765425332,6847597.880056015],[265686.027922881,6847601.249685494],[265701.06873846,6847603.76638297],[265726.063958996,6847610.080122073],[265735.4853455,6847611.890926752],[265743.626854652,6847614.644901552],[265753.758450907,6847622.78866549],[265763.470827508,6847627.380007424]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[265387.815382162,6847846.844485865],[265398.522561681,6847820.064511334],[265407.959949911,6847800.369359869],[265416.690652349,6847784.485293278],[265425.312432598,6847769.796171366],[265433.480821673,6847754.349743341],[265437.002343946,6847741.685530065],[265438.571272166,6847735.496763692],[265438.049911983,6847730.344252955],[265436.278783569,6847725.458840338],[265428.787970482,6847723.447874298],[265417.113154227,6847713.244389122],[265417.831805404,6847704.289393799],[265413.909892817,6847694.296982825],[265412.013747662,6847687.515670946],[265413.494934113,6847683.448724339],[265415.591811721,6847679.448391879]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[265763.470827508,6847627.380007424],[265767.126233291,6847629.108031218],[265781.742632642,6847633.55381644],[265792.30423361,6847639.489601387],[265807.42420944,6847642.710957434],[265823.325720009,6847644.10134082]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[263967.785530034,6850967.898613845],[263981.973781959,6850979.91623145],[263998.137250692,6850998.913456275],[264015.469742629,6851017.881242354]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[267785.212956468,6850037.558077529],[267787.129757739,6850037.312718289],[267804.069217613,6850033.627956629],[267816.035680441,6850030.130209693],[267823.404654999,6850025.231913015],[267828.063604294,6850018.558204506],[267832.744128572,6850009.510299346],[267836.168249421,6849999.567331299],[267835.144459496,6849991.141744825],[267832.512719654,6849984.388918144]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[267832.512719654,6849984.388918144],[267829.830108591,6849978.914093633],[267824.60702939,6849970.711555787],[267816.381834205,6849958.305974496],[267807.769493438,6849945.727447456],[267802.456959929,6849934.373816481],[267798.905670482,6849921.58065414],[267798.159208034,6849909.864928523],[267798.463379925,6849892.640685344],[267798.883856991,6849871.651045322],[267799.990721374,6849849.226185519],[267800.900388906,6849826.815921938],[267799.355691775,6849803.401947098],[267797.343767684,6849784.070330725],[267794.202715887,6849762.689286029],[267789.650297847,6849737.32218739],[267788.266062018,6849721.863176377],[267791.520734086,6849701.689608336]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[267323.908494136,6848582.393095445],[267314.031346037,6848591.857029864],[267303.236970866,6848602.827432186],[267288.231231024,6848615.770665669],[267274.252531448,6848625.95733495],[267259.891458857,6848637.056520127],[267244.876585504,6848648.870543135],[267228.955713616,6848659.872412939],[267208.805620611,6848674.346307728],[267190.71575612,6848687.774192489],[267176.360339488,6848699.572887947],[267166.236891549,6848708.239320681],[267162.598673409,6848709.5248256]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[267424.303112531,6848536.45973324],[267428.506151933,6848533.457621646],[267431.473504481,6848529.656017287],[267433.934278896,6848522.530619993],[267434.651824296,6848514.869670155],[267433.33144217,6848507.305152074],[267429.476414698,6848497.732420084],[267423.417394536,6848482.551081094],[267419.534402934,6848469.520767909],[267416.574947936,6848459.471090783],[267415.603322571,6848450.544614151],[267415.453398556,6848432.007581554],[267414.456862831,6848408.880311529],[267411.75071431,6848385.666932333],[267410.318475348,6848364.272090672],[267411.483575856,6848337.809443083],[267411.977747645,6848313.650764685]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[267323.915037401,6848582.383389217],[267331.04825577,6848571.802028904],[267337.30311878,6848566.714634474],[267345.252804532,6848559.884628847],[267355.870785658,6848553.053029998],[267368.870930578,6848547.911081234],[267381.433432295,6848544.261727835],[267392.870632023,6848542.340385718],[267405.330755758,6848540.860485177],[267415.05995886,6848539.05289343],[267424.303112531,6848536.45973324]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[265695.60901153,6848832.049980771],[265704.553121124,6848837.610113473],[265728.050935706,6848850.784018221],[265754.296657524,6848866.224531075],[265779.485514714,6848879.4698467],[265803.325994137,6848891.926113172],[265823.48972758,6848900.306565709],[265842.16672444,6848908.699346376],[265859.009665379,6848916.438241492],[265872.019783865,6848921.991697187],[265887.70429612,6848928.828445409],[265902.569159735,6848932.66119511],[265920.618048209,6848933.981698344],[265939.105511242,6848935.862754864],[265953.893743427,6848939.997992107],[265973.821863388,6848940.461444485]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[265477.065905209,6848632.247907281],[265493.166404015,6848640.131093344],[265507.540744546,6848650.029985377],[265519.60376274,6848658.818276249],[265528.934657079,6848668.206532656],[265543.078880372,6848682.277844637],[265554.91488892,6848697.312920515],[265563.858522551,6848706.829012006],[265577.920268671,6848717.148824242],[265594.447578121,6848727.284198574],[265607.537686339,6848737.874487275],[265618.627199005,6848750.888777141],[265633.502213003,6848773.40941963],[265649.108608319,6848797.754079002],[265658.371215617,6848810.212750812],[265669.656388916,6848820.54245887],[265680.6105548,6848826.447184956],[265695.608231723,6848832.049496002]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[264771.24634246,6848920.523573897],[264771.242760032,6848920.524495731],[264765.298669241,6848919.553203926],[264683.56128715,6848896.169345743],[264624.669465619,6848876.498292942],[264568.320690216,6848859.874730995],[264493.837434725,6848836.332272137],[264467.027775614,6848835.509699511],[264451.92700703,6848836.321217732]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
"{""type"":""LineString"",""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:2154""}},""coordinates"":[[265823.327504528,6847644.101496854],[265833.216135094,6847650.887172959],[265853.015132983,6847663.438996385],[265872.469574004,6847674.164766906],[265885.861464712,6847676.68480303],[265896.043256611,6847675.233335545],[265926.241656811,6847683.583675397],[265960.921793909,6847682.613665519],[266001.86043071,6847677.005955673],[266029.368500414,6847671.222371402],[266043.316948018,6847669.38894487],[266058.566687508,6847669.040750167],[266075.629846929,6847671.721956661],[266113.580189341,6847683.128505621],[266121.765468143,6847686.473066563],[266129.212558168,6847691.962615125]]}","chemin rural","2021-02-15","LANTIC","2020-10-26",""
